1;194.13
2;189.76
3;187.44
4;188.19
5;191.83
6;194.27
7;202.61
8;211.85
9;214.80
10;214.37
11;215.39
12;214.30
13;211.93
14;210.30
15;210.09
16;212.85
17;216.83
18;222.17
19;221.44
20;215.94
21;212.08
22;207.41
23;204.55
24;196.47
